"X","Y","Pb","Elevation","Slope","Aspect","Plan.Curvature","Profile.Curvature","TWI","MRVBF","MRRTF","Population","Landuse"
269150,666170,181.8,81.5,0.030600922,0.90115732,-0.008438701,7.82e-05,9.77940464,5.647948265,4.77805233,175,1
252200,670210,228.1,19.39999962,0.088771693,4.701153278,0.00161443,-0.000853531,7.807022095,0.338688254,0.481840938,4198,21
252820,662820,223.5,17.5,0.088251799,3.742133856,0.000883871,-0.001441248,7.466427803,0.870465577,0.118676648,3553,21
250220,663210,205.9,19.20000076,0.105857231,5.028187275,0.00254449,-0.000226516,8.168552399,0.219843358,0.628831685,1243,1
250700,665820,62.8,15.10000038,0.039791048,5.84200573,-0.000557188,0.000361324,9.328463554,7.367208004,3.643366814,198,3
249300,673150,81.4,81.69999695,0.027287886,6.136106014,0.02619385,-0.000454445,9.032889366,2.094111443,1.708925843,2096,21
253710,661830,147.2,18.70000076,0.015131589,4.844939709,-0.032331001,-0.000170684,9.5060606,4.917212486,2.829498768,2198,21
251260,666350,42.4,7.5,0.005098975,1.373400927,0.006185194,8.46e-06,11.39918995,8.744438171,0.407892823,3227,21
251740,666340,134,10.10000038,0.041316528,5.273552418,0.007488172,0.000429338,9.369131088,8.720125198,2.460319757,3227,20
253190,663690,303.5,19.20000076,0.027651582,0.708625972,0.011042201,-0.000325038,9.117129326,5.84336853,3.915278196,5521,21
250860,666730,98.4,8,0.003605539,2.15879941,0.017921062,-4.62e-06,11.41355991,8.747556686,1.75461638,5102,20
251250,670750,127.1,21.5,0.054177918,2.743964672,-0.005539545,-0.000676598,8.241119385,1.557723761,0.063306525,2479,21
250750,669290,215.9,5.599999905,0.009848541,2.723368168,0.000963,-0.000149463,10.53830433,4.97856617,0.022370495,3492,20
253820,663700,81.5,22,0.007210979,4.124387264,-0.008107144,-0.00010153,9.48429203,5.980919838,3.956673622,5521,21
250800,670550,101,20.5,0.053100776,3.066263914,0.011812658,-0.000246805,8.142159462,0.477282852,0.454168558,3475,21
251250,666620,87.3,6.900000095,0.004472106,5.176035881,0.007155418,-3.2e-05,11.21294785,8.745903015,0.029039623,3227,21
252850,671210,220.4,45.79999924,0.069070883,3.069255352,0.001392329,0.000500083,7.699780464,0.136509672,1.852557182,3737,21
252380,662630,109.2,15.10000038,0.020245694,5.286693573,-0.011859964,-0.00011978,8.561758041,4.567809582,0.031036051,3553,21
249670,663790,224.7,10.10000038,0.006708099,5.176037312,-0.026236517,-0.000163989,9.474550247,4.877459049,0.014464388,3812,4
252710,666710,151.1,6.199999809,0.019997332,0.927295268,0.002479994,-8.95e-05,10.56258106,8.389648438,1.52683413,54,20
251870,667310,135,5.099999905,0.006082687,4.547240257,0.005331853,-1.24e-05,11.54678822,8.330051422,0.042795349,1758,20
252720,664860,205.9,12.19999981,0.011313229,0.785398185,-0.008838832,-6e-05,8.937667847,6.69397831,1.377011061,5743,20
250710,672280,121,70.40000153,0.079593651,4.850739956,0.019668892,0.000189357,7.932771683,0.034606617,0.955232382,881,3
250190,664280,98.5,22.5,0.090422481,4.83400774,0.002901222,-0.000595692,7.909540653,0.329053044,0.529776216,1099,4
252200,665750,48.3,8.800000191,0.01768996,3.887012005,-0.005836532,-0.000396555,10.31949043,8.709046364,0.250184,91,20
251790,665350,106.1,10.30000019,0.024693154,0.554307699,-0.00415508,2.26e-05,9.500423431,8.56437397,1.042892098,458,20
253180,662650,89.6,30.60000038,0.077740379,5.773592949,0.013482575,-0.00012908,7.581586361,0.091790222,2.554534912,3215,4
251330,664290,286.1,21.89999962,0.115364708,5.083280563,0.010812772,-5.19e-05,7.863012791,0.078471564,0.820132434,5070,21
250300,662250,108.3,19.20000076,0.003999975,1.570796371,-0.14000009,-8e-05,8.339659691,3.006567478,0.015217669,1281,21
253270,664800,117.8,15.5,0.037929129,4.390638351,0.025087401,-0.000151672,9.145820618,7.433929443,2.375963688,4112,20
250240,672290,184.9,58.70000076,0.034511656,4.537717342,-0.001387947,4.78e-05,9.610056877,2.633286953,0.135937735,881,4
249770,671720,155.3,54.70000076,0.041086461,0.073041335,0.003537374,-0.000264748,8.185541153,1.394878626,2.925822735,4826,21
252170,669710,308.3,13,0.036603309,4.101663113,0.001664124,0.000118821,9.285112381,3.719408035,0.824467838,4396,21
251660,665830,73.6,7.400000095,0.001999995,4.712388992,-0.039999999,-8e-05,10.95889378,8.710781097,0.000897914,458,20
253290,666270,176.1,8.5,0.00447211,3.605239391,-0.028621664,8e-06,11.45905781,8.692213058,2.827406406,658,20
253240,671220,450.6,33,0.026166523,2.329174995,0.004542565,-0.000298583,8.535734177,3.293521166,1.583638668,2511,21
251620,670890,146.9,24.60000038,0.084327653,2.023862362,0.004111842,-0.000680262,8.374792099,0.258834928,0.807286978,2479,21
249700,664320,273.5,14.69999981,0.026677001,3.368391275,0.001136929,0.000169482,9.78276062,4.837894917,2.29165864,5401,21
251790,662800,76.8,16.20000076,0.032004695,0.252554595,0.008970027,-0.000706095,8.354781151,4.267674923,1.280046821,1541,21
251860,670290,92.1,10.69999981,0.004472102,4.24874115,-0.032199446,0.000103997,9.952337265,3.841026068,0.006802886,2479,21
250280,663700,102.4,17.89999962,0.044969663,3.141592741,0.006222212,9.97e-05,8.828381538,1.842469811,1.767528772,1243,21
252870,665220,93.2,9.699999809,0.005098974,4.909783363,-0.007090313,-8.38e-05,10.4065361,8.618260384,0.070035502,91,20
250150,661710,129.8,33.20000076,0.056877155,5.748789787,0.003450156,-7.61e-05,8.307731628,0.9414168,0.664882839,500,21
251340,665250,89,11.39999962,0.020612612,0.682316482,-0.004825613,-0.000160416,9.746829987,8.337276459,2.468808889,458,20
251710,664200,134.6,21.10000038,0.039197244,5.945307255,-0.011317004,0.000243262,8.834670067,5.677842617,2.981978416,5070,21
249370,673670,89.5,116.3000031,0.074965835,3.194874763,0.005043288,0.000358183,7.705245972,0.614398301,0.244129702,2096,4
251230,663120,154.7,13.39999962,0.024693154,2.587285042,0.005890117,-0.000265233,8.651124001,4.78455162,1.286917329,2339,3
251190,664720,75.8,16.89999962,0.012041017,0.844153047,-0.005658523,-3.19e-05,9.217125893,5.96745491,3.785965204,5070,3
251270,662790,221.4,9.5,0.032129254,6.189708233,0.012653851,-0.000545853,7.866331577,3.610257864,0.005024821,1541,3
248820,673090,90.4,78.5,0.134812847,2.986140728,0.000998692,-0.000540473,7.492049694,0.236462191,0.174125522,1312,4
251840,663320,198.8,23.79999924,0.069949947,6.240354538,0.006794796,0.00034141,8.189528465,4.657268047,2.229845762,2339,21
252310,665230,71.1,8.800000191,0.005098974,3.338987112,-0.003469723,-6.23e-05,10.8066988,8.578430176,0.034156676,91,20
251880,666790,146,8.600000381,0.00447211,3.605239391,0.012521969,-0.000255992,10.79867554,8.712095261,2.98253727,3227,20
250710,662720,82.6,16.60000038,0.053984523,0.680521071,0.004395771,0.000360884,8.262451172,3.515131235,0.749952197,1281,21
253780,663210,243.7,17.39999962,0.00282843,2.356194496,-0.045961872,-3e-05,10.76881027,5.788421154,3.551186323,5521,20
253340,663240,174.5,16.29999924,0.099480346,4.054860592,0.004960889,0.000655042,8.861340523,4.803928852,0.084922224,5521,21
250720,670230,270,10.19999981,0.020393251,3.338988066,-0.000603444,0.00025215,9.401014328,2.665807009,0.916578591,3475,20
253840,662690,271.5,16.5,0.039539468,5.074118137,-0.003626466,-0.001034108,8.630567551,4.6200881,0.083261251,3215,21
252300,663150,217.9,13,0.072788946,3.975496531,0.004868045,0.000620081,8.401325226,4.78993988,0.045766905,3803,21
252870,665790,148.5,13.60000038,0.065099895,1.21023035,-0.006408866,0.000852368,8.871789932,8.425843239,2.934685707,91,20
253210,664270,244.3,17.39999962,0.054095123,6.209246159,-0.000401111,-0.0001775,8.070526123,1.922913909,0.147221893,4112,21
249810,665210,118.9,16.39999962,0.048797686,4.897737026,-0.000571799,-0.000988537,8.248960495,4.032432079,3.606717587,3965,21
252800,664230,180.6,29.29999924,0.079012185,5.796942711,0.010316044,-0.000313839,7.585855961,5.339940071,3.460907221,5743,21
249680,673650,98.7,111,0.074294195,3.03390336,0.005464101,0.000152036,8.924897194,0.312417477,0.606917262,2096,4
250740,662310,111.1,19.10000038,0.080774479,0.474696934,0.00482343,-0.000644118,7.999546051,1.834736466,0.037221599,1281,21
250840,664240,173.9,20.79999924,0.024037013,1.866237283,-0.00223949,1.38e-05,9.189675331,4.860371113,3.934389353,1099,21
251150,665850,262.6,9.199999809,0.008485083,5.497786999,0.001178493,3e-05,10.88147831,8.674086571,2.653247833,458,20
248210,673000,61.8,63.20000076,0.033274349,2.57025671,-0.001435947,0.000127586,8.136947632,1.742130518,0.257986277,1312,21
252710,666310,27.5,7.900000095,0.022356957,1.390942812,-0.006568674,0.00042656,10.50639629,8.596909523,1.071982741,54,20
250390,664820,251,31.89999962,0.080878742,1.533776045,0.001801569,0.00025149,7.7526474,0.357981533,0.512898445,1099,4
251220,670160,76.5,9.899999619,0.008543799,1.929567099,0.001090225,-0.000109303,9.731916428,3.59753561,0.134445935,2479,21
252410,666260,132.5,8.399999619,0.009899176,2.356195211,-0.035355337,0.000189972,10.01161003,8.73208046,2.985124826,54,20
251190,667160,213.1,5.900000095,0.035831552,1.972025156,0.008562138,0.000152779,10.13352299,8.624458313,0.011582526,1758,21
252320,664740,176.8,38.59999847,0.034001585,5.136583805,0.050726958,0.000254096,7.967781067,0.004984327,1.90880549,5743,21
251250,669740,183.7,6.699999809,0.004472108,4.248740673,-2.13e-08,-9.54e-11,10.98414516,4.669193268,0.088674575,5326,21
252780,663300,148.9,19.79999924,0.056296464,0.479519337,0.011469447,0.000988912,8.238327026,4.829583645,0.83202976,3803,21
251250,668750,243.3,7.699999809,0.004472108,3.605240822,0.069765314,-0.000271992,11.45348167,4.988472462,2.801698685,4343,20
253770,662210,74.8,16.5,0.019922229,5.977306366,0.018942704,-0.000117361,9.494041443,4.925655365,0.249923795,3215,21
249660,664650,303.1,15.89999962,0.015619221,5.407126904,0.006968564,-2.88e-05,8.580111504,4.838487148,3.775929928,5401,21
251250,663710,109.9,17.89999962,0.01612311,2.089942217,0.00083963,-0.000133487,9.138589859,4.887315273,1.771145105,2339,21
265260,663320,157,35.09999847,0.034641568,2.376600266,-0.027911754,-0.000372037,8.932207108,0.816677928,2.962392569,3844,4
250760,663190,139,21.79999924,0.028435251,0.176708907,0.02399444,0.000456973,8.938696861,0.423216403,1.430359125,1243,4
250810,669770,56.9,6.300000191,0.003162269,4.390638828,-0.023400825,-6e-06,10.72642994,4.668636799,0.020074394,3492,21
250800,666220,145.5,9,0.005385112,5.902679443,0.006659393,0.000344123,11.12637043,8.727467537,3.203562975,5102,20
249790,673110,134.4,78.09999847,0.075440884,2.689779043,0.011101364,-0.000256886,7.982367992,0.56625849,0.329673439,2096,21
252120,666930,82.7,7.800000191,0.003162269,4.390638828,-0.028460376,0.000289995,11.41492558,8.651249886,2.593167305,54,20
250910,663750,180.9,22.10000038,0.124138184,5.808785439,-0.001306068,-0.000544268,8.01726532,0.511243761,0.139100865,1243,21
250370,662690,101.9,21.70000076,0.042494997,5.564355373,-0.003504802,0.000387974,8.702647209,3.784306288,1.982147217,1281,21
252370,664280,201.8,17,0.038581364,4.0740695,-0.003383135,-0.000588094,8.734046936,5.882460117,3.483059883,5743,21
251740,664670,65,16.29999924,0.015131591,4.579837799,0.024262698,1.28e-05,10.27889442,6.704981327,2.365394592,5070,21
251670,669750,78,7.900000095,0.002236064,2.034445763,-0.021466242,-1.2e-05,10.78932762,4.542367458,0.003370293,5326,21
251290,669230,389.4,7.099999905,0.021210022,5.497786999,-0.004242643,9.99e-06,10.62491608,4.970522404,1.719593167,5326,20
252930,664870,57.2,10.69999981,0.005098974,6.085790634,0.007241168,4.31e-05,9.794753075,7.78224659,0.246626511,5743,20
251790,671750,94.3,22.89999962,0.048222303,2.547842741,0.007805194,-0.001192508,8.176880836,1.962791681,0.010998857,4243,21
257300,664230,114.1,12.80000019,0.074274138,5.564355373,0.011060309,-2.98e-06,8.816923141,5.958672523,1.895452023,2325,20
249180,672720,356.6,53.20000076,0.065692879,2.800613642,0.011622306,-0.000521215,8.630926132,1.714345694,0.375493288,3240,21
250310,672720,112.7,66.69999695,0.066654451,3.291964054,-0.003395496,-0.001483414,8.143446922,1.835843086,0.003659063,881,21
249070,672190,77.8,68.30000305,0.071882807,2.046865463,0.002677894,6.67e-05,7.547604561,0.29891029,1.830071688,3240,21
258270,664370,164.3,7.5,0.013927491,0.367174119,-0.009089202,-0.000153357,9.628470421,6.625245571,0.154581457,2903,20
257560,664820,625,-1.700000048,0.083856441,0.607801974,-0.01215846,-0.001304193,10.28589439,5.905024052,0.001529671,2325,20
253160,671590,57,27.89999962,0.030519186,5.264044285,-0.007479079,0.000467672,8.587677002,2.947689772,0.01094252,2511,21
250230,671250,190.5,41.90000153,0.093539886,3.768037796,0.003195971,-0.000236693,7.727919579,0.546623647,0.272833645,2263,21
250910,671210,35,40.79999924,0.014559163,6.004886627,-0.035610121,0.000758248,9.015787125,1.965575814,2.108132601,2263,21
253230,670250,110.6,45.79999924,0.154527217,4.439380646,0.00811633,0.001288546,6.330239296,0.009102848,0.424367279,5453,21
250810,673220,132.3,98.5,0.126339242,5.414184093,-0.002981419,-0.000782306,8.463546753,0.905931115,0.028311532,3681,1
255180,672230,204.4,40.90000153,0.045190886,2.183333397,0.023404423,-0.001394107,8.171884537,2.883089542,3.191731691,1408,21
250250,669720,483.3,9.100000381,0.014211713,4.026659489,0.021087041,0.001259916,10.60834694,4.866588593,2.785012245,3492,20
248860,671270,248,12.19999981,0.013600633,3.440091372,0.001303511,0.000122236,8.839554787,2.485972643,0.10926906,3857,20
249180,671760,84,37.09999847,0.045662843,5.878293514,-0.006195571,-0.001073533,7.992462635,1.936030149,0.011442329,4826,21
257290,664740,107.1,8.699999809,0.00223606,1.107150674,0.003577651,5.2e-05,11.89787865,7.482477665,1.752243519,2325,20
249760,671130,207.6,42.70000076,0.079537556,2.72846365,0.00375662,0.000515654,7.717627048,0.30934152,0.575511634,4826,21
252310,670670,181.6,23.89999962,0.10120111,4.151701927,-0.000214905,-0.001514687,7.377943039,0.468224168,0.137071416,4198,21
250890,673630,191.3,114.5,0.086255088,3.037320852,0.002081183,-0.001582182,8.295897484,0.81944561,0.127048731,3681,1
249260,670340,153.1,3.400000095,0.023255212,1.126377106,-0.017124228,-0.000581229,10.04568577,3.940054178,0.008442865,1064,20
252170,671290,62.8,40.5,0.059745185,5.37929678,-0.010181254,-0.000150187,8.348082542,0.799491346,1.448386788,3737,21
248760,671650,159.8,23,0.07023342,4.61272049,0.001705781,-0.000377197,8.374239922,1.779307008,0.045358151,3857,21
252840,672350,345.7,90.5,0.095479332,0.501014233,-0.00086101,0.000673177,7.736282349,0.056791238,1.639056087,1040,4
252210,671780,93.4,39,0.088833004,5.779358387,-0.007012113,-3.5e-05,8.156844139,0.305009961,0.511842072,3737,21
258270,664790,44,4.5,0.096697487,5.548837662,0.006696724,0.001548511,10.34631634,5.794197083,0.04886378,2903,13
255280,670800,88.2,31.10000038,0.027651573,0.218669176,-0.004951118,-0.000842092,8.453831673,4.638094902,0.004226401,1330,21
259250,664100,26.9,8.5,0.014141198,0.141896859,0.009362096,6.76e-05,10.53678417,6.531057358,1.338615179,4666,20
253600,671610,72.4,34.29999924,0.093587413,2.461859941,0.009656422,-0.001407724,7.612918377,0.540804625,0.025358163,2511,4
251210,671710,69.1,65.5,0.086872682,1.947038054,0.003116725,6.78e-05,7.612255096,0.086459838,1.570529699,4243,21
253820,671190,149.2,39.59999847,0.084021665,3.663684368,0.002112111,-0.001066516,7.719760418,0.716356575,0.134065121,2511,21
256110,671280,95.5,37.20000076,0.099077754,0.935343206,0.005669827,-0.00116627,8.110874176,1.309034467,0.016527306,208,21
250700,672770,94,80,0.105409555,3.264775515,-0.005752544,-0.002784485,7.724473476,0.605615616,0.143449694,881,1
254270,671140,129.5,49.59999847,0.145957977,6.276382446,-0.004190767,-0.00064299,7.329457283,0.710633755,0.019697126,2608,21
251660,671300,65.7,23.10000038,0.021020703,1.618379593,-0.004332498,5.11e-05,9.214886665,2.972313643,0.134558767,4243,21
253760,669830,89,29.29999924,0.067263044,1.466696501,-0.010688886,-0.000238323,8.585508347,0.803858578,0.120997697,4902,21
250320,669340,24.9,7.300000191,0.022199955,4.086904049,0.006614063,0.000153031,10.58775902,4.978416443,2.616040945,3492,20
248300,671650,101.3,32.20000076,0.071265399,4.514993668,0.003135712,0.000929043,7.999650478,0.097904518,1.458224297,3857,1
256710,663690,185.4,22.79999924,0.015263151,0.551655889,-0.003385258,-0.000488156,8.951766014,5.501857281,2.443220139,2639,21
250240,671610,58.6,48.40000153,0.01749108,1.030376077,-0.000907885,9.58e-05,9.043961525,2.563681126,1.029400229,2263,20
254650,672340,94.9,58.20000076,0.038308792,1.306832671,0.010192673,0.000228836,8.813266754,1.19690156,1.766997814,2785,21
253780,672230,277.1,77.59999847,0.066966817,1.615543008,-0.003999759,0.000345914,8.268091202,0.687606931,0.82216835,3258,21
254340,672170,812,51.59999847,0.014141193,0.785398185,-0.085559994,-0.000749776,9.098490715,2.777811766,0.00333789,2785,21
257340,663710,101.3,20.10000038,0.050965615,0.019605037,-0.001165393,-0.000657983,8.401575089,0.614302576,1.531180859,7081,21
255140,671830,106.6,50.29999924,0.067499086,3.651564598,0.000986661,-0.001377249,7.84394455,0.653956473,0.239678323,3243,21
256820,664310,263.6,9,0.017115574,3.258701801,-0.001523327,0.000325932,10.94678497,6.7508111,0.039849438,4436,21
249700,670290,52.4,7.900000095,0.022667684,3.864572048,-0.010216948,-8.36e-06,10.1646843,3.693250179,0.212465748,1064,20
256830,664750,87.4,8,0.025074618,5.873057842,-0.007713354,-0.000186374,10.32176018,7.924949169,0.185095876,4436,20
258800,664290,79.7,7.5,0.009433703,1.012197137,-0.002000905,-8.11e-05,10.21290207,6.623993874,0.199872792,2903,20
254170,669720,226.9,24.39999962,0.024693141,4.158081532,0.000700922,0.000142558,10.08302498,3.615855217,1.743400931,4869,21
248840,672200,46.5,64,0.183143318,4.173821449,-0.000519407,0.000243563,6.367033482,0.015331727,0.135822549,2262,21
254770,671700,67.3,44.40000153,0.061904691,1.25924933,-0.004248211,-1.66e-05,8.752632141,2.886180401,2.137350321,2608,21
254740,670560,131,43.79999924,0.016123127,2.622447491,-0.001755598,-1.17e-05,8.740880013,1.842300534,2.299168348,2920,21
255140,671240,236.1,42.70000076,0.081750266,5.934414387,-0.002241458,-0.001501208,8.221859932,0.955023527,0.014196361,3243,21
254110,670710,63.9,47.09999847,0.170302287,5.311681271,0.001427784,-0.000828512,7.130664825,0.069368906,0.022670925,2920,21
250240,673260,50.4,102.1999969,0.040781822,4.083592892,-0.028438883,6.03e-05,8.277238846,1.054697037,0.565581322,3681,21
257790,663660,151.6,20.10000038,0.023849195,0.576374948,0.010485711,-3.01e-05,8.940582275,5.747977734,2.425134659,7081,20
249760,670620,42.4,13.10000038,0.040769555,2.944196939,0.009126944,-0.000131978,9.356103897,2.395358086,1.767873049,1064,20
255660,671260,57.3,48.5,0.046581715,2.74515152,-0.001302334,8.04e-05,8.63160038,1.251046658,0.638289094,3243,21
254290,671720,130.3,39.29999924,0.093898423,5.550370216,0.008842087,-0.005065174,7.468955994,0.871249318,0.002076393,2608,21
257880,664190,73.9,11.39999962,0.009486554,0.321750551,-0.003373107,0.000151979,10.89147091,6.607410908,1.980678558,2325,20
253330,669690,44.4,19.10000038,0.011661377,4.171969414,-0.001059258,0.000252302,9.155155182,2.836578369,1.623406768,4902,21
252760,671830,122.2,28.39999962,0.013152182,1.418146372,0.006222945,-0.000221793,8.471364975,2.932022333,0.011540106,3737,3
249740,672370,90.3,49.20000076,0.147121713,3.380024672,-0.005653737,-0.002421939,7.48308754,0.367334723,0.041320775,3240,21
253240,670810,99.6,28.39999962,0.058183726,2.934096336,-0.007231314,-0.000118178,8.887091637,3.713469744,0.221673548,5453,21
249210,671400,123.4,25.39999962,0.037425797,4.116978645,-0.003579357,0.000173657,8.000891685,1.853657246,0.094040021,4826,21
253830,670680,83,31.39999962,0.036996629,4.685368538,0.034550395,0.000440263,9.256459236,2.946313381,0.318327814,5453,21
251190,673160,120.6,98.80000305,0.009433663,2.582990885,-0.024487155,-0.001868739,8.253252029,1.963613391,0.005858351,495,21
249900,669750,183.8,7.400000095,0.026919324,4.331882477,0.001126982,0.000309319,10.20643616,4.920777321,2.680486202,367,20
255740,671690,69.7,64.5,0.064686187,1.415799022,0.003751537,-8.25e-05,7.829462051,0.109866634,1.901879191,3243,21
254170,670270,174.7,31,0.043158818,3.877850294,0.01706158,0.00064139,8.344244957,1.653187156,0.493659288,2920,21
250810,671800,87.4,40,0.072863929,1.405648112,0.003480519,-0.000966321,8.207888603,1.941774368,0.018836373,2263,3
248670,672710,237.2,58.5,0.086878397,2.921678543,-0.000476448,-0.000710403,7.833734989,0.638706326,0.189553499,2262,21
248290,671320,93.6,9.5,0.00412308,4.957368851,-0.035381734,4.59e-05,8.950008392,1.914429784,2.241626978,3857,20
250270,670090,91.1,10.69999981,0.009055144,1.681453943,0.008996116,3.85e-05,10.90943146,3.692910194,2.776265621,3475,20
249790,672770,199.7,68.80000305,0.119757093,0.269167811,0.002870874,0.000327405,7.681307316,0.244730935,0.352312148,3240,21
251240,672290,173.7,68.5,0.040289473,1.978947163,-0.007970596,0.000260669,8.450991631,0.475417703,1.511588097,402,3
253230,672330,46.2,77.59999847,0.076011002,3.663996458,0.003484595,-0.001968233,8.014959335,0.824195683,0.135717899,3258,21
250140,670860,210.6,21.29999924,0.037090939,3.386571646,0.000380439,8.57e-05,8.614793777,1.793034315,0.107853912,3475,20
252300,672290,147.3,42.5,0.121226281,3.804795742,-0.002369485,-0.002280388,7.812626362,0.956611574,0.000956601,1040,1
255800,672260,70.1,66,0.027777763,2.613518,0.003640106,0.000338467,8.464272499,4.49787426,3.84834981,1408,21
251600,672270,116.7,77.40000153,0.023082644,4.799126148,-0.036436509,0.000420864,7.941010952,0.716897249,1.830880165,402,1
254700,671220,96.3,40.70000076,0.060011145,2.819841862,-0.003395282,-0.000354081,8.56306076,2.879063606,0.758735061,2608,21
253170,670730,104,24.60000038,0.028452825,2.819842339,-0.00758947,-0.000503388,8.828166008,3.714377642,0.00721547,5453,21
248240,672780,77,57.90000153,0.038191378,3.889971256,-0.005414915,0.000685404,8.449277878,1.410678744,0.722717047,2262,3
251320,671120,84.5,32.79999924,0.01964437,1.828119874,0.000203032,-0.000123918,8.576309204,1.955633163,0.257727027,4243,21
248330,672170,87.4,29.39999962,0.213799208,2.112795591,-0.002392093,0.000559351,7.546741962,0.106195368,0.00353022,2262,1
255600,670860,142.5,43.70000076,0.020515416,0.750929594,-0.009974259,-5.53e-05,9.8093853,4.611305237,2.642524004,1330,21
249240,670750,47.3,14,0.013452816,5.55036974,0.022602711,-0.000124055,10.31950092,0.12496078,2.599767208,1064,20
248780,670670,127.6,3.5,0.015619228,3.836330891,-0.052809976,-0.000654842,10.87199402,3.964396954,0.104423076,816,20
251110,672850,78.1,87.19999695,0.022821454,3.644435167,-0.04707019,-0.000385304,8.474238396,1.874874949,0.054736596,402,1
253750,670280,113.5,35.09999847,0.055888157,2.074422598,0.006294016,0.000127274,8.633502007,0.406906128,0.829893231,5453,21
255790,663760,326.1,26.89999962,0.03087708,5.776086807,0.000678064,0.000618171,9.068606377,6.01819706,3.804752111,1802,21
266760,668790,84.2,89.5,0.045069344,3.208159924,0.000225652,-0.000727954,8.95454216,5.97515583,4.975221157,2454,21
256260,663310,156.7,37.20000076,0.089747161,1.312341452,0.00202899,5.67e-05,7.583872795,0.406230688,0.585295975,2639,21
255240,663640,146.3,27,0.069743685,2.910501957,-0.000797879,-0.000381467,8.039430618,3.788497686,2.853287458,1802,4
262710,666670,142.5,69.80000305,0.074327603,4.32689476,0.006162654,1.09e-06,8.277434349,0.548232436,0.331098199,2091,21
266630,668220,97.9,89.40000153,0.000999984,3.141592741,-0.079999998,-1e-04,10.15297604,5.980478287,4.988667965,2454,21
258290,661720,734.4,28.89999962,0.020393251,4.909784317,0.012973825,0.000255225,9.721629143,4.849528313,3.887200594,7514,21
263320,667180,97.9,77.5,0.069529727,3.417919874,-0.000826655,-0.000379664,8.689060211,1.820398331,0.142158806,2055,21
264630,667240,286.3,84.40000153,0.023765231,5.894865513,0.01126449,-0.000367441,8.853625298,5.779290199,4.962660313,905,1
261830,667310,44.3,63.40000153,0.013340872,4.939190388,-0.019555153,0.000260829,9.070106506,2.927390575,0.00701193,4520,3
266250,668660,197.8,89.40000153,0.014864988,2.798568964,-0.005892741,-5.24e-05,9.669896126,5.981543541,4.985810757,2454,20
255690,664300,559.6,16.5,0.018246267,6.118035793,0.017476665,2.11e-05,9.754528999,6.418512821,2.086405993,2267,21
266230,667810,94.6,94.30000305,0.008543808,3.500357151,0.043738306,-0.000113686,9.947156906,5.972858906,4.989194393,341,21
254220,664700,92.7,11.30000019,0.002999983,4.712388992,-0.040000126,2e-05,9.819403648,8.033893585,0.049822528,3245,21
254300,663710,187.1,26.60000038,0.035340626,1.069192171,0.000518627,-1.83e-05,9.122239113,6.334812641,3.978441715,3520,21
254240,663300,144.6,27.20000076,0.088094667,4.987578392,-0.001572689,-0.000594129,7.965453625,0.47181502,0.316107929,3520,21
258720,664640,127.5,6.699999809,0.006708101,5.176036358,0.015503396,-4.4e-05,11.24833679,6.570311069,1.94205749,2903,20
253740,665250,333,9.800000191,0.0183555,5.770796299,0.005069099,6.94e-06,10.30786324,8.623748779,0.458919019,2158,20
266290,666700,163.9,95.90000153,0.006708172,3.605240345,0.010733035,0.000347978,10.06935692,5.8752985,4.972372532,1332,21
258310,662230,337.1,26.79999924,0.024036994,5.987743855,-0.004771166,7.46e-05,8.858739853,4.524507046,3.510954618,11624,20
255440,664750,127.1,13.39999962,0.034045607,5.414646149,0.01047479,0.00036261,9.59690094,8.162939072,2.513933659,2267,20
264340,667060,647.7,83.19999695,0.044624619,5.688971996,0.009996562,-0.000883745,8.551233292,2.978352308,4.744027615,905,3
263780,667220,258,82.80000305,0.02517404,3.022162437,-0.006026142,-0.000287991,8.725888252,2.311907291,4.649788857,2055,21
253810,664780,398.1,11.30000019,0.003162261,5.961432934,-0.012649008,-4e-05,10.44359684,8.298766136,0.088078097,4112,21
261780,667770,153.3,79.09999847,0.01655142,0.436625481,0.003417505,-5.65e-05,10.24247456,2.795757532,1.653086662,4520,4
259770,666220,146.7,47,0.024078513,3.224734306,-0.01406619,-0.000101153,7.93074131,1.631353855,0.196740493,2193,20
265190,667250,354.8,89.19999695,0.027579244,0.759763181,0.011558059,-0.000658093,8.655366898,5.914683819,4.984714985,648,1
262220,667290,91.7,73.59999847,0.003162219,5.034139633,-0.033520579,0.000105998,10.78814793,2.802820444,0.185660809,3018,21
261820,666680,273.9,73.59999847,0.040794052,0.540420771,0.001902267,-0.001274458,7.989845753,1.096703649,2.971366644,2070,21
253380,665740,73.3,8.600000381,0.009219289,6.064516544,-0.00010206,-1.91e-05,10.93651104,8.698048592,2.230225563,2158,20
264270,668140,52.6,84.90000153,0.018437034,4.493719578,0.022739362,-9.92e-05,8.937954903,5.959227085,4.987438202,1105,20
257830,661790,166.9,46.5,0.126339212,3.843387365,0.009754215,0.00029392,7.182356834,0.10613817,0.663940966,8492,21
255280,664120,579,19.79999924,0.038581368,0.288974971,0.001172214,-0.00016488,8.630023956,5.020665169,0.487016737,2267,1
254880,664850,352.7,11,0.007810086,0.876057565,0.000923554,-0.000107203,9.997238159,8.340061188,2.491335869,3245,20
254810,663740,112.3,27.89999962,0.156917453,3.769924164,0.00196412,-0.001590658,7.277833939,0.173499763,0.065974817,3520,4
