"X","Y","Pb","Elevation","Slope","Aspect","Plan.Curvature","Profile.Curvature","TWI","MRVBF","MRRTF","Population","Landuse"
249330,659130,119.6,86.30000305,0.254772961,2.440463305,0.002890278,-4.78e-05,6.586654186,0.000465081,0.000507001,2645,21
246870,656460,100.9,128.3999939,0.061055087,6.217706203,0.001643196,0.000675751,8.677063942,1.6455549,0.102417737,121,21
251870,661830,95.5,28,0.035340618,1.428899288,-0.00127844,5.19e-06,8.858239174,1.290165186,1.842873216,1424,21
241820,662720,427.7,28.39999962,0.076505452,4.976352692,0.001655678,0.001103344,8.629704475,3.763976812,0.484698951,2685,21
251160,658580,117.2,44.70000076,0.020996898,4.712388992,0.001904807,0.000179881,9.136743546,2.753618717,0.182199553,1389,21
252180,662230,65.7,24.5,0.085169122,4.475933075,0.005231979,-0.000145095,7.871988773,0.418657362,0.411383241,3553,21
246980,656570,80.7,126.9000015,0.064114757,5.365234852,0.001943247,-0.000163746,8.969675064,1.813505411,0.154519454,121,21
247590,656450,38.7,150.6000061,0.071049169,5.93921566,-0.008831211,-0.000745814,7.552178383,0.81660378,0.070469409,2373,21
248310,657270,128,131.1000061,0.04916396,2.226492643,0.003137005,-0.000253425,8.962823868,1.743485689,0.167530835,1574,21
249380,658670,1249.8,69.90000153,0.080448538,0.408148855,0.021323303,0.000436599,8.020057678,0.05100495,0.884759784,3042,1
251680,659640,125.1,49.90000153,0.019233026,0.486899734,0.000994827,0.000140787,9.902519226,3.623740673,3.001599789,620,4
250650,658430,96.3,48.09999847,0.04241275,5.682111263,-0.00033601,-0.000604109,8.66610527,2.460016251,0.256720752,4996,21
252650,661280,139.9,20,0.058728639,0.845566392,-0.00072282,-0.000216378,8.776184082,4.601071358,0.452418774,4285,21
241690,661260,61.5,50.40000153,0.037718002,5.270988941,0.011540907,0.000164144,9.521034241,0.136942923,1.79244709,3157,21
248130,657620,187,124.6999969,0.107656129,0.68052125,-0.001847047,0.000471333,7.141678333,0.415834635,0.193238497,1574,21
241340,661690,112.2,34.5,0.04900153,4.358391285,0.012113638,-5.39e-05,9.678673744,3.940758467,0.679908991,3157,21
252840,661730,61.5,25.89999962,0.115840562,1.145591259,0.002890598,-0.000172832,7.361393929,0.087813683,0.69299078,4285,21
250160,658700,263.3,51.20000076,0.051568199,2.521343231,-0.001523784,-0.000160709,8.588747025,1.909887075,0.075953119,4996,21
250820,659110,125.1,44.40000153,0.014763729,0.493939787,0.026917486,0.000362452,10.41524601,3.914386988,1.956011057,2786,21
249600,659300,160,59.5,0.126664236,1.800538182,-0.000324951,-0.000721009,6.897322655,0.300834239,0.170722902,2645,1
242300,661680,47.6,47.59999847,0.053707018,4.880596161,-0.004892813,0.000142413,8.145070076,1.505894184,0.13525708,903,21
251290,660310,85.3,29.39999962,0.057182673,1.909119964,0.011177862,0.000258848,8.473303795,3.376661777,0.037165955,1354,20
247250,656800,164.2,136.1000061,0.071300261,5.507688522,0.003206456,0.000189546,8.330684662,0.596502304,0.340372056,2373,21
251260,657880,55,93,0.099910915,0.324904829,-0.004977891,-0.000237405,8.237361908,0.83041358,0.058405977,74,3
253310,660790,124.6,16.89999962,0.014211714,5.597455978,-0.013821174,-0.000283479,9.639554977,4.504363537,0.020063823,2640,1
250190,660240,222.5,46.70000076,0.045586362,1.116952181,-0.000661938,0.000767799,9.614732742,0.557178855,2.278789043,225,21
256640,657190,85.4,90.59999847,0.03200468,0.252555311,-0.015333946,-0.000807834,8.512365341,1.973846078,0.017177951,4157,21
251780,661300,107,35.09999847,0.053614203,2.034444332,-0.006708221,0.000238966,7.66612339,0.908253491,0.257523626,1424,21
247620,656720,86.7,145.3999939,0.070212252,5.762276173,0.00052811,2.83e-06,8.427296638,0.563905895,0.398978859,2373,21
256720,656810,127.8,99.19999695,0.02843529,4.889097691,0.015379108,-0.000376972,8.354120255,1.97805655,2.809607744,1979,21
252580,660450,111.6,30.70000076,0.065419875,5.258043766,-0.003303178,0.000572712,8.409082413,1.411561012,0.187112123,3209,21
257230,657430,223.4,77,0.046065088,1.14596355,-0.00456035,7e-05,7.965775013,1.788356423,0.064641379,3945,21
253170,661840,79.6,16.20000076,0.005098972,6.085792542,-0.016292492,3.08e-06,10.54348469,4.906746864,0.156934381,2198,21
249470,659650,92.4,81.5,0.173685834,1.147942543,0.004968173,0.000925263,7.237388611,0.059234925,0.034036875,2645,4
257230,656280,150.7,95.09999847,0.01019768,6.085792542,-0.001734596,0.000737573,10.18101501,3.536604404,0.95136565,3240,21
252170,660210,247.8,30.70000076,0.017886637,1.107149243,-0.009838683,0.000415801,10.1139946,3.674178362,1.496205568,3209,21
251150,659730,184.8,33.29999924,0.03200471,4.459835052,0.00236103,-0.000814338,9.119402885,3.579796553,0.021450931,620,21
250430,657890,299.9,86.40000153,0.170942023,6.108512878,-0.00329415,-0.000910349,7.482025146,0.080938168,0.084511414,759,21
247420,656430,141.3,149.6000061,0.063200824,0.094952621,-0.008784887,-0.000620313,7.582820892,0.7095294,0.16847758,2373,21
241750,662230,109.6,30.20000076,0.012529314,2.64224577,-0.0297681,0.000432892,10.13575649,3.973168373,0.144306839,2685,21
242370,662250,505.8,34.79999924,0.04298513,5.662935734,-0.006597843,-0.000594566,8.670702934,1.721478343,2.357115269,2756,21
257750,657300,132.8,74.90000153,0.093497634,0.128323674,-0.001163571,-0.000543703,7.397036552,0.450188696,0.423146188,3945,21
253360,659130,122.1,37.09999847,0.008543786,4.353618622,-0.001218529,0.000470359,10.27429295,3.73141098,1.591928005,3110,20
251370,658260,176.5,60.5,0.06199301,6.234835625,-0.007901304,0.000268898,8.067043304,0.859081566,0.12451192,1389,21
251910,660360,302.2,36.40000153,0.081215069,1.756144285,-0.006305207,5.27e-05,8.267692566,0.770798981,0.123485975,1354,21
252710,662200,347.2,15.69999981,0.033528455,1.390942693,-0.01013207,-0.000559216,8.327362061,4.554786682,0.029175514,3553,21
250240,659260,141.2,45.09999847,0.055026144,3.417398691,-4.29e-05,-0.000117108,9.10793972,3.439437628,0.244396567,2786,21
250670,659820,142.8,36.20000076,0.036219485,3.829263926,-0.000865118,-0.000587494,9.42531395,3.80817771,0.034982685,2786,21
241780,660910,68.1,66.40000153,0.071488,5.656442642,0.010034207,-0.000474891,8.284866333,0.291255593,0.620137393,392,21
251710,660880,147.4,27,0.077931546,1.738050103,0.000290806,0.000175682,8.092205048,1.919879913,0.054022629,1354,1
250460,658320,103.6,48.90000153,0.026070923,1.494025707,-0.002788099,0.00015255,8.842162132,2.876427174,0.00883427,4996,21
250610,660170,51.8,42,0.100383841,3.649655581,0.001044635,-0.001344703,7.959014416,0.728367865,0.100988589,225,4
248690,657810,149.6,106.8000031,0.081141748,2.36488986,-0.000955569,0.000334387,8.587349892,0.122215033,1.616986632,1574,21
253340,661230,65.4,17.89999962,0.018971384,5.034139633,-0.001475724,0.00014792,10.35113049,4.860151768,0.235486224,2198,20
252120,661660,76.8,23.60000038,0.01140125,0.661042571,-0.006652147,0.000195808,9.097203255,4.714800835,2.069044352,4285,21
249640,659750,98.5,60.40000153,0.078001507,1.634811282,-0.000691711,0.000113028,7.657799721,0.634089768,0.198539063,2645,21
252890,659340,82.1,34.70000076,0.071488023,5.656442165,-0.000315453,0.000657526,8.874833107,3.336734772,0.319737166,3831,21
255260,660890,109.6,34.79999924,0.057503875,3.441368103,0.006964614,0.000317486,7.845555782,0.379465193,1.596268654,3811,1
255750,659090,82,33.5,0.020245688,5.286693096,-0.022291388,-0.000148543,9.314851761,3.548983812,0.007240088,3870,21
243720,663410,88.7,12.30000019,0.021210026,0.141897112,0.008937834,9.03e-05,9.179050446,2.705243111,1.402026653,2455,21
253540,660140,115.5,25.39999962,0.056587551,2.780755758,-0.007739974,-0.000101059,8.45097065,3.668447495,0.147708252,2640,21
255740,660290,122.7,43.09999847,0.165309787,5.408662319,-0.007074496,-0.000422007,6.915599346,0.449249566,0.005743544,3811,21
255170,658240,136.5,58,0.032299753,5.90267849,-0.001963682,6.33e-05,9.199669838,1.561314583,1.706674457,1978,4
243250,664370,111.4,12.19999981,0.011401264,0.909753621,0.036323678,2.58e-05,10.46350288,4.925309658,1.936840296,5027,21
242830,664700,114.7,17.39999962,0.044658095,5.418588161,0.003863218,-0.000231944,9.021389008,4.862823009,2.88283968,1669,3
254400,658620,142.1,47.29999924,0.016490953,2.896613359,-0.000142675,-0.000277535,9.899553299,2.905231476,1.681459546,1690,21
244330,664330,114.2,9,0.012529314,1.071449518,0.027348444,0.000637175,10.22562695,4.946024418,1.923792601,795,20
254290,661970,105.1,15,0.005656795,3.92699194,0.010606597,-2e-05,11.16253662,4.925766468,0.299414247,34,4
253630,661340,50.3,20.20000076,0.02960553,4.916407108,-0.000417369,-0.000167419,9.349147797,4.879523277,2.858535528,2198,20
254750,658740,126,45.20000076,0.045509744,4.558070183,0.00685871,0.000167127,8.658433914,2.697844982,0.203981653,1690,21
255630,661040,152.4,28.29999924,0.072604537,0.321750462,-0.014024016,-1.98e-05,7.976135731,0.944419026,0.322872549,410,1
243760,664220,83.8,9.5,0.018786084,5.152231693,-0.003329183,-0.000357261,10.030406,4.91324234,1.747636795,5027,21
247230,660770,172.2,82.80000305,0.107752189,0.242736384,0.002407287,-0.000786551,7.662490845,0.309549809,0.240946174,1313,1
242800,662400,228.3,36.70000076,0.025074616,4.792219162,0.031200791,0.000357151,8.947453499,1.625720143,0.47643587,2756,21
246700,661370,153.9,60.20000076,0.04697606,1.592069387,0.007783172,0.000233335,9.440243721,0.103043951,1.929823279,2153,21
243280,664890,290.6,16.29999924,0.050434906,5.695182323,0.005851774,0.000343302,8.856119156,4.963618755,2.973853111,5027,4
243140,665100,243.9,13,0.012999266,4.317597866,0.008666361,2.73e-05,10.16915035,4.972552776,3.282113791,452,21
244640,663240,372,16.89999962,0.042176865,5.649162769,-0.009429821,-0.000859746,9.05639267,1.892595172,0.007939458,894,21
256440,657620,282.1,62.09999847,0.091157787,0.175939947,-0.006464054,-0.000641063,7.927834988,0.791410267,0.065049931,4157,21
245280,661390,193.8,68.09999847,0.068340518,6.077193737,-0.002534304,-0.000165373,8.380018234,1.908794522,0.082477912,3452,21
246920,660990,94.8,66.40000153,0.075440913,5.164203644,-0.00386354,3.18e-05,8.477320671,0.87028563,0.033289757,40,21
245310,662080,201.5,66.69999695,0.092994027,1.645923615,0.010984449,0.000883996,8.311818123,0.249341473,1.206413865,2506,21
255890,658590,77.7,50.20000076,0.072440252,4.920594692,-0.002966082,-0.000222994,8.302366257,0.572243094,0.302299976,1978,1
244330,663840,107.5,8.199999809,0.013037669,0.56672895,-0.019074872,-3.13e-05,10.4826231,3.97167182,0.009635502,894,20
243310,663820,86.6,7.900000095,0.057182685,2.803268909,-0.001227769,-0.001223696,9.012475014,3.982576847,0.038693611,2455,1
254170,658380,80.9,48.90000153,0.020245707,5.930194855,0.006198613,-0.000125435,9.031538963,2.789821148,0.185298026,1690,4
247280,661740,142.6,39.40000153,0.005830882,1.030377984,0.000504547,-0.000122935,9.352397919,2.957444906,0.009797553,4455,21
247240,661370,67.4,51.90000153,0.061323356,4.065630436,0.012844013,-0.000625087,9.035661697,1.640732408,0.049845301,4455,21
